first_name,last_name,price,above_100
Jonathan,Armstrong,14.57035663,f
Randy,Rodriguez,178.0077151,t
Amber,Payne,124.4776004,t
Patricia,Moore,55.82247702,f
Barbara,Krueger,60.73961436,f
Susan,Colon,191.5557109,t
Ryan,Morgan,296.2379031,t
Chad,Willis,8.733980598,f
Brian,Curtis,154.5553092,t
Stephanie,Jones,257.3034447,t
Jeffrey,Garcia,242.1753175,t
Erik,Walker,167.3473741,t
Steven,Murray,179.8138796,t
Samuel,Simmons,38.36117241,f
Brian,Brown,100.039538,t
Barbara,Brown,223.02702,t
Monica,Oconnor,27.82578051,f
Jacob,Yang,54.06984636,f
Jennifer,Roberts,172.7932745,t
Ashley,Schultz,171.1870001,t
Elizabeth,Swanson,228.4362989,t
Jonathan,Lawrence,36.77728915,f
Linda,Rodriguez,175.736522,t
Molly,Tate,192.7650925,t
Patrick,Mosley,20.68179732,f
Anita,Nelson,98.2563019,f
Susan,Harris,62.12362274,f
John,Conrad,216.3613773,t
Peggy,Johnson,219.2847921,t
Timothy,Allen,199.0109939,t
Susan,Hansen,90.74580755,f
Linda,Woods,226.942016,t
Susan,Herrera,175.4205367,t
Linda,White,211.9963589,t
Andrew,Matthews,287.6104984,t
Lisa,Richardson,185.5276885,t
Jennifer,Dixon,172.8038862,t
Daniel,James,6.650911434,f
Kyle,Chaney,129.4088432,t
Erin,Kennedy,91.86979408,f
Allison,Jones,50.92956508,f
Jason,Lopez,182.3514574,t
Cameron,Burton,73.50561371,f
Joe,Cook,58.0149289,f
Robert,Miller,268.1107296,t
Olivia,Martin,82.34771286,f
Manuel,Long,94.22695027,f
Richard,Villanueva,75.5044878,f
Taylor,Jones,62.18273963,f
Catherine,Simmons,136.5935694,t
Samantha,Miranda,120.1573107,t
Sarah,Brown,298.4329596,t
Jerry,Clark,243.5619902,t
Briana,Morris,66.29706805,f
Michelle,Schneider,131.8021648,t
Alyssa,Kim,211.2511958,t
Courtney,Williams,232.4465591,t
Rebekah,Gonzalez,193.3837703,t
Cameron,Gay,143.6770259,t
Jose,Martinez,80.93405105,f
Gabrielle,Todd,173.9815833,t
Adrian,Price,133.078861,t
James,Daniels,270.0463735,t
Henry,Huffman,184.9869926,t
Beth,Murphy,24.76246353,f
Kevin,Haynes,115.2254767,t
Darryl,Deleon,204.3763418,t
Jeffrey,Wells,264.9241843,t
John,Hicks,252.8243925,t
Pamela,Stanley,166.4772266,t
Frank,Gardner,247.7336974,t
Eric,Kennedy,59.87939535,f
Michael,Buchanan,84.84694551,f
Brooke,Johnson,169.842186,t
Joseph,Alvarado,43.63467789,f
Dawn,Ross,98.64511088,f
Christina,Hammond,48.76616516,f
Adrian,Richmond,3.975889905,f
Elizabeth,Gardner,74.14070427,f
Melissa,Wood,137.5704052,t
Matthew,Nelson,240.5538866,t
Janet,Gross,6.593436831,f
Michael,Murphy,259.0641083,t
Samuel,Davis,197.0367286,t
James,Garcia,132.019847,t
Carolyn,Glover,288.2201261,t
Jonathan,Singleton,277.8925688,t
Jennifer,Rodriguez,266.9824165,t
Robert,Moore,25.25347246,f
Kelly,Rogers,203.4085501,t
Kelly,Rodriguez,161.6919893,t
Michael,Fisher,3.421642628,f
Lorraine,Shaw,276.2723928,t
Steven,White,37.2849008,f
Joy,Long,216.5459182,t
Brandon,Riggs,8.330686218,f
Raymond,Henderson,212.4604653,t
Kenneth,Wright,84.45131708,f
Katelyn,Sloan,84.36432198,f
Jonathan,Robinson,142.1045999,t
Gina,Morales,154.7266329,t
Rachel,Martinez,100.9771245,t
Nicole,Mcgee,211.9572214,t
Danielle,Hunter,166.4771534,t
Dillon,Baker,229.8802541,t
Steven,Lane,251.3015313,t
Sandra,Cook,129.4083688,t
Heather,Cardenas,68.71986146,f
Kyle,Robinson,40.789742,f
James,Rodriguez,278.5839619,t
John,Robertson,249.6891636,t
Melissa,Smith,9.02944651,f
Sarah,Oneal,89.01612989,f
Austin,Mcdowell,98.91948453,f
Marie,Taylor,126.4095272,t
Teresa,Garrett,201.3569513,t
Kelly,Perez,249.9633227,t
Mary,Odom,94.71141448,f
Stacy,Hansen,38.16867181,f
Sara,Lopez,204.6519742,t
Arthur,II,63.21726831,f
Jennifer,Ortiz,105.0355143,t
Amanda,Davis,200.2859627,t
Tina,Fitzpatrick,129.1938775,t
Andrea,Page,138.8235219,t
Wayne,Reeves,172.4005071,t
James,Sullivan,46.20312463,f
John,Hernandez,193.7106627,t
Tiffany,Barnett,271.7312051,t
Jessica,Watts,58.75572391,f
Katherine,Brennan,50.00288911,f
Nathan,Nielsen,23.30866391,f
Patricia,Davis,171.7762592,t
Ricardo,Davies,170.0373779,t
Matthew,Lawson,199.9675868,t
Christopher,Miller,179.2409523,t
Charles,Mendoza,157.2561504,t
Jack,Lin,110.6184773,t
Michelle,Jacobs,147.4623228,t
Amber,Hopkins,289.4506193,t
Christine,Lara,218.3912477,t
Nancy,Garcia,141.3853432,t
Lindsey,Owens,264.6461921,t
Lisa,Brewer,43.02463642,f
Alex,Rhodes,264.2776739,t
Daniel,Bennett,157.037661,t
Susan,Robinson,268.3048564,t
Christopher,Olson,260.0251938,t
Jon,Roach,129.6905747,t
Michael,Robinson,38.28658602,f
Rodney,Arellano,206.033049,t
Alicia,Wong,250.4448737,t
Jesse,Singh,147.5234691,t
Nicole,Smith,64.95829168,f
Dwayne,Snyder,35.8393188,f
Marcus,Rice,96.59177813,f
Ashley,Dixon,87.74147719,f
Erica,Nelson,91.27947021,f
Anna,Valdez,202.480179,t
Marco,Pierce,228.7819172,t
Nicole,Henry,111.771676,t
Melissa,David,125.7463322,t
Patricia,Moreno,153.2979046,t
Kevin,Woodard,47.11087611,f
Adam,Bailey,130.2098795,t
Carrie,Henson,95.32864041,f
Richard,Martin,31.98809588,f
Whitney,Reed,63.47690471,f
Michael,Snyder,259.2479069,t
Dana,Molina,280.0939625,t
Justin,Decker,9.919029461,f
Cristina,Gray,74.33697802,f
Mark,Nguyen,95.40654703,f
Michael,Johnson,283.6151045,t
Nicholas,Clark,229.5348391,t
Todd,Wheeler,239.3270019,t
Linda,Woods,31.94347823,f
Alan,Peterson,113.2646465,t
Christina,Pennington,225.692998,t
Jennifer,Baldwin,2.031104135,f
Jake,Oliver,277.3697463,t
Krystal,Reilly,76.1506024,f
Jacob,Grant,94.85835916,f
Malik,Wright,204.1682559,t
Gabrielle,Johnson,24.81047258,f
Anne,Howard,11.21869422,f
Trevor,Gutierrez,177.2231931,t
Caleb,Morales,120.9912746,t
Jennifer,Hernandez,256.7797683,t
Mark,Montes,247.9216008,t
Matthew,Peck,217.3291894,t
James,Dominguez,69.51063989,f
Jonathan,Mclaughlin,201.9243212,t
Melissa,Vega,56.22834208,f
Renee,Ellis,17.3682627,f
Mark,Schmidt,90.18202643,f
Anthony,Baker,227.8084055,t
Amanda,Perkins,110.2957815,t
Lisa,Garcia,198.8718148,t
Jennifer,Sullivan,183.4574709,t
Jeremy,Wright,106.8642447,t
Tracy,Frazier,221.6818866,t
Kathryn,Cardenas,258.4750606,t
Robert,Wheeler,1.700381981,f
John,Gonzalez,234.4591462,t
Thomas,Gordon,257.3822364,t
Jacob,Mcintyre,278.0845555,t
Charles,Melendez,114.1374846,t
Angel,Johnson,201.3127312,t
Derek,Stevens,139.1529653,t
Cindy,Odonnell,160.0653283,t
Mary,Holmes,186.3710791,t
Amanda,Monroe,136.3771883,t
Sara,Sanchez,195.6457444,t
Dennis,Williams,171.7005786,t
Emily,Mitchell,245.1188545,t
Lauren,Rodriguez,17.23575522,f
Jeffrey,Santiago,248.6511491,t
Tony,Norton,112.864939,t
Jacqueline,Choi,288.6336862,t
Andrew,Mclaughlin,125.0753337,t
Larry,Livingston,72.61768508,f
Caitlin,Ryan,80.29029468,f
Bryan,Porter,63.31039892,f
Crystal,Harris,77.70547448,f
Joseph,Marshall,110.6594139,t
Brendan,Smith,141.4045867,t
Amy,Wilson,42.65139722,f
David,Clark,136.872087,t
Terri,Pace,63.46936241,f
Erika,Joseph,82.40041758,f
Jessica,Brown,257.2743321,t
Chase,Young,88.5400009,f
Mitchell,Cook,291.7468644,t
Paul,Allen,222.1874266,t
Adam,Morales,149.3887865,t
Jeffrey,Hernandez,206.8754986,t
Melinda,Hamilton,250.6964665,t
Michael,Miller,292.6990533,t
Randall,Scott,287.9552955,t
Pamela,Allison,180.831631,t
Cynthia,Harrington,114.7089769,t
Heidi,Brown,280.4100163,t
Kathryn,Graham,294.7475785,t
Samantha,Strickland,58.9597613,f
Kimberly,Gilbert,42.94513178,f
Laura,King,203.5720488,t
Janet,Perez,183.7464281,t
George,Hunt,67.29373426,f
Randy,Taylor,281.5782073,t
Theresa,Newman,147.3312091,t
Mark,Hensley,221.2826742,t
Elizabeth,Woodard,9.215002796,f
Amanda,Snow,59.85221516,f
Colton,Porter,70.77229473,f
Barbara,Aguilar,151.2722054,t
Michael,Brady,280.4915031,t
Paul,Romero,275.2903899,t
Donna,Little,232.4269005,t
Kathleen,Ramirez,169.133593,t
Caitlin,Espinoza,70.53534625,f
Michael,Mccarthy,128.3417722,t
Janet,Choi,283.9560213,t
Michael,Moore,5.190391677,f
Brian,Little,119.2532866,t
Robert,Davis,5.109436915,f
Miranda,Phillips,112.1004998,t
Jonathan,Garrison,11.8484245,f
Anthony,Guerrero,112.1278659,t
Kenneth,Bryant,25.11955555,f
Amy,Brown,211.7607566,t
Robert,Morris,132.8386977,t
Carrie,Lyons,68.2899001,f
Laura,Graves,129.9263429,t
Jaime,Lucas,281.9150429,t
Jordan,Pearson,133.0667785,t
Nicholas,Martinez,92.89085466,f
Mary,Padilla,80.10421826,f
Scott,Chapman,35.50265642,f
Pamela,Bridges,144.6295474,t
Wanda,Collins,268.2015723,t
Mark,Bender,284.7878652,t
Amanda,Norris,238.5092156,t
Abigail,Brown,214.7430832,t
Brian,Pham,181.4925279,t
Jamie,Young,103.566035,t
Brian,Peterson,38.04520837,f
Lisa,Warren,161.4920905,t
Lacey,Rosales,7.213924384,f
Timothy,Nguyen,125.5987741,t
Daniel,Harper,183.3412059,t
Barbara,Smith,175.7266223,t
Holly,Brown,262.0761771,t
Wesley,Cunningham,203.7064879,t
Rachel,Mason,61.41199682,f
Alicia,Case,83.21400551,f
Thomas,Wright,121.0262287,t
Antonio,Dominguez,153.6843015,t
Kelsey,Collins,82.84050842,f
Michael,Hodges,160.7558101,t
Elizabeth,Gutierrez,296.8770977,t
Scott,Brown,179.0765284,t
Melvin,Wiley,197.5206227,t
Stephanie,Haas,103.9471064,t
Lisa,Medina,98.31428815,f
Susan,Lane,157.5607819,t
William,Tran,211.4631118,t
Tony,Morris,262.4684145,t
Randy,Carlson,2.022629676,f
Savannah,Holland,18.73685121,f
Crystal,Vega,195.4269138,t
Erika,Espinoza,146.8767254,t
Deborah,Jones,33.06002021,f
Kirsten,Williams,45.11195371,f
Charles,Patel,83.30399432,f
Mitchell,Pierce,15.77614742,f
Misty,Ramirez,258.9911258,t
Angela,West,172.2623241,t
Mark,Bowman,1.222785626,f
Christina,Orr,54.85043104,f
Brian,Bridges,161.8777561,t
Mike,Hale,251.5286632,t
Amanda,Allen,298.0263097,t
Robert,Hernandez,65.88481939,f
Brandon,Bernard,298.8441098,t
Dan,Young,145.2878658,t
Jonathan,Nguyen,216.1059458,t
Mary,Sandoval,265.508941,t
Bryan,Clark,212.5499029,t
Tina,Weaver,179.3223831,t
Joseph,Huynh,12.12787062,f
Kelly,Meyer,38.73669424,f
Mary,Clark,286.9976999,t
Sherry,Lyons,170.6008497,t
Jonathan,Adams,289.7895229,t
Jeremy,Henderson,6.508134318,f
Edward,King,24.06968535,f
Jennifer,Butler,162.2446536,t
Michael,Taylor,206.1722608,t
James,House,131.6344164,t
Pamela,Kelley,27.22925751,f
Kevin,Peters,205.6874435,t
Carolyn,Sanchez,113.8708478,t
Jacqueline,Johnson,185.9381153,t
Aaron,Gardner,190.9208537,t
Randall,Kemp,145.9191083,t
Kristen,Flores,101.0430239,t
Robert,Wilson,120.2049171,t
John,Taylor,133.5252112,t
Misty,Mckinney,200.3672862,t
Craig,Smith,34.83743898,f
Brianna,Long,83.56975561,f
Hailey,Fisher,189.0879891,t
Elizabeth,Cantrell,57.65410519,f
Jennifer,Ortiz,190.9098505,t
Benjamin,Conway,209.0547279,t
Charles,Rose,186.9338147,t
Noah,Mccarty,284.5797617,t
James,Casey,291.8168626,t
Hector,Stanton,208.8244196,t
Dustin,Watkins,145.7490845,t
Chloe,Pham,89.83293965,f
Jordan,White,94.44268301,f
Melissa,Reese,50.17771223,f
Gary,Taylor,91.21897341,f
Michele,West,8.534199297,f
Jennifer,Baker,37.99363448,f
Andre,Brown,183.2054624,t
Joseph,Murphy,50.09158495,f
Andrew,Stewart,56.67172554,f
Brenda,Jones,107.3488526,t
Cole,Harris,185.0349065,t
Kimberly,Levy,262.9549238,t
Jerry,Shannon,209.4428949,t
Blake,Brown,207.5978717,t
Brianna,Ford,219.9278374,t
Bryan,Santiago,195.6040529,t
Michelle,Walker,139.5794685,t
David,Lewis,185.4726548,t
Molly,Henry,42.40494173,f
Michaela,Sanchez,151.7861439,t
Samantha,Ramirez,269.3879781,t
Matthew,Kramer,32.67900048,f
Stephanie,Marquez,12.14656879,f
Maria,Short,6.141360759,f
Sandra,Hawkins,267.8412836,t
James,Copeland,15.22065754,f
Roberto,Chapman,107.9337756,t
Douglas,Murphy,126.2682507,t
Lori,Chavez,178.6975286,t
Cynthia,Weaver,140.0161562,t
Christopher,Charles,133.07715,t
Joshua,Thompson,184.7628082,t
Michael,Bowers,280.4635333,t
Kimberly,Torres,260.5560398,t
Scott,Webb,18.12656066,f
Karen,Luna,155.3202047,t
Shane,Bradley,267.4266226,t
Shelly,Long,195.7516104,t
Russell,Medina,216.8342194,t
Anne,Baker,107.1643123,t
Christopher,Jones,221.7502609,t
Kelly,Espinoza,252.8804037,t
Rachel,Martinez,233.7644357,t
Elizabeth,Bailey,256.095687,t
Lori,Reese,192.3558831,t
James,Cruz,82.80534614,f
Kelly,Levy,229.3728309,t
Austin,Roth,110.7953378,t
Timothy,Edwards,81.6727851,f
Michael,Knight,277.5810249,t
Nicolas,Ray,273.9739682,t
Tracy,Butler,103.6948818,t
Brian,Novak,133.57882,t
Thomas,Burton,177.8040248,t
Mario,Humphrey,297.0996264,t
Kelly,Mcdonald,93.87930236,f
Melinda,Smith,30.95738552,f
Emily,Sanchez,128.015082,t
Dana,Vega,217.6112757,t
Jessica,Cortez,207.0110084,t
Kelly,Olson,90.15307177,f
Timothy,Gallegos,34.24451135,f
Jonathan,Cummings,283.0731791,t
Steven,Johnson,143.4947803,t
Christopher,Sullivan,246.8469546,t
Kimberly,Garcia,237.286909,t
Michael,Nguyen,61.21337178,f
Kevin,Foster,144.6443317,t
Jennifer,Preston,10.5968548,f
Mary,Chapman,22.75658157,f
Marc,Collins,277.8276122,t
Amber,Sims,35.10336774,f
Shawn,Kennedy,234.3444413,t
Christine,Farmer,149.5214161,t
Pam,Martinez,31.56743239,f
Lisa,Thompson,286.893067,t
John,Bennett,87.68981426,f
Ronald,Dixon,188.6288002,t
Paul,Peterson,294.4931849,t
Carrie,Jones,0.752018957,f
Tiffany,Carrillo,141.1619398,t
Katie,Hanna,44.05564643,f
Seth,Villanueva,58.94782805,f
Donna,Lewis,136.0621187,t
Tina,Hunter,191.8180665,t
Sheri,Beck,177.5338015,t
Kristen,Hall,118.2532241,t
Douglas,Morgan,104.6578216,t
Zachary,Miller,219.6221064,t
Teresa,Collins,125.3142956,t
Devon,Roberts,257.064997,t
Amy,Gray,87.68906218,f
Tracy,Wagner,80.41036549,f
Eric,West,220.8165738,t
Denise,Harper,239.3630261,t
Brianna,Richards,145.7938648,t
Shirley,Garcia,105.5258162,t
James,Byrd,233.9193305,t
Krista,Mata,41.27185978,f
Vernon,Gomez,198.3759641,t
John,Gilbert,29.86956496,f
Alicia,Medina,157.7823176,t
Vanessa,Campbell,48.40733246,f
Pamela,Berg,200.2579865,t
Michael,Reilly,40.37878652,f
Thomas,Austin,206.5552678,t
Alejandra,Martinez,299.595508,t
Lindsey,Powers,144.7441559,t
Jacqueline,Sawyer,279.9313523,t
Nancy,Wilkins,94.51742417,f
Shane,White,219.8801439,t
Daniel,Rivas,130.1252196,t
Andrew,Medina,223.1724054,t
Donald,Carson,176.6268408,t
Jason,Hamilton,223.8073421,t
Mark,Perez,32.23346517,f
Christina,Mann,49.62966498,f
Matthew,Miller,215.4342234,t
Nicholas,Mccarthy,53.4257119,f
John,Barnett,105.2054949,t
Paige,Hudson,46.07679429,f
Edward,Marshall,248.2859166,t
Gina,Higgins,41.63209155,f
Linda,Ellis,239.1806734,t
Daniel,Wade,8.806478022,f
Jessica,Weiss,2.388986621,f
Erik,Aguilar,148.0744135,t
Gregg,Baker,161.510241,t
Bradley,Compton,109.1835791,t
Timothy,Sanders,99.61045296,f
Steve,Mccall,256.1030698,t
Thomas,Hull,47.49049225,f
Carla,Cunningham,25.42770724,f
Rachel,Sullivan,36.8070627,f
Latoya,Little,57.42486685,f
Sarah,Harvey,158.7092651,t
Kayla,Wright,83.15242904,f
Andrew,Tanner,220.528662,t
Aaron,Hansen,258.8640526,t
Hunter,Atkinson,209.4582127,t
Richard,Williams,186.8067228,t
Frank,Martinez,200.2154219,t
Timothy,Burns,41.18516716,f
Melissa,Ortiz,279.0138003,t
Henry,White,199.247785,t
Amanda,Mccoy,114.3557682,t
Pamela,Cox,262.0437378,t
Linda,Ray,250.7989091,t
Brooke,Hernandez,52.93529633,f
Lisa,Livingston,142.7259156,t
Eugene,Mason,222.9114605,t
Stephen,Reid,34.1693553,f
Kevin,Landry,193.6091568,t
Jamie,Porter,258.2181927,t
Daniel,Cunningham,179.3703441,t
Victor,Marsh,219.9757791,t
Ryan,Rodriguez,71.20559309,f
Brittany,Bradley,246.9395419,t
Amy,Wallace,98.62126666,f
Alex,Smith,196.5458057,t
Timothy,King,28.0414159,f
Charles,Jennings,79.81066083,f
Jessica,Vargas,21.42151951,f
Jacqueline,Briggs,18.13293516,f
Laurie,Gonzales,195.1759565,t
Olivia,Clark,107.634949,t
Donald,Molina,12.89769275,f
Ricky,Allen,257.9762038,t
Catherine,Rodriguez,185.2494938,t
Daniel,Torres,59.36058847,f
David,Shepherd,146.5042,t
Jonathan,Hansen,65.38248265,f
Benjamin,Griffin,262.1081442,t
Tracey,Hess,102.8565045,t
Victoria,Walker,283.1492381,t
Cathy,Carney,266.4430678,t
John,Gibbs,218.5275094,t
Angela,Torres,198.8912726,t
Harold,Glover,164.159322,t
Dawn,Myers,126.863237,t
Ashley,Spencer,199.2922136,t
Mary,Walters,134.0861345,t
Christina,Davenport,140.0786431,t
Brian,Johnson,106.2343157,t
Crystal,Contreras,209.8939181,t
Tanya,Turner,232.3607759,t
Katelyn,Durham,34.86538887,f
Nathaniel,Wilson,233.2345956,t
Joseph,Long,76.06925903,f
Mallory,Hall,293.5445425,t
Bianca,Chavez,244.5409595,t
Victoria,Strickland,226.78696,t
Scott,Jackson,44.25908098,f
Patrick,Smith,186.583267,t
Samuel,West,239.8842255,t
Brian,Baker,225.969486,t
Haley,Baldwin,168.1890685,t
Joanna,Fernandez,40.50912655,f
Jeffrey,Berg,36.85605931,f
Alexander,Wilson,255.1450177,t
David,Fuller,263.545785,t
Laura,Kramer,178.2939999,t
Melinda,Lambert,113.6953609,t
April,Cole,157.7590664,t
Jill,Thornton,167.4681547,t
Holly,Riley,204.6273975,t
Beth,Kim,11.01260527,f
Kelly,Thomas,251.9575295,t
Teresa,James,119.0598333,t
Jasmine,Johnson,168.5359222,t
Brian,Wood,249.0831484,t
Deborah,Estes,181.1243035,t
Jeremy,Knight,267.9077519,t
Abigail,Mccoy,71.79365804,f
Chad,Sellers,114.2708631,t
James,Terry,280.1620198,t
Rachael,Watson,46.35207578,f
Jeffrey,Poole,61.756794,f
Matthew,Salazar,99.92305376,f
Christopher,Small,94.26105369,f
Noah,Smith,239.6347397,t
Steven,Mack,39.00781023,f
Casey,Castillo,272.1400411,t
Rachel,Poole,283.7765656,t
Karen,Sutton,140.5502933,t
John,Martinez,289.2606726,t
Michele,Harrington,3.997445113,f
Cheyenne,Brown,253.1142817,t
David,Turner,121.417536,t
Brian,Carter,78.81410568,f
Sheena,Ward,292.817983,t
Anthony,Carson,218.7734947,t
Janet,Zavala,17.08133565,f
Cynthia,Smith,8.747993771,f
Carla,Cannon,288.1884269,t
Lacey,Lopez,278.1729299,t
Amy,Copeland,269.0103495,t
Kristin,Jacobs,11.69491035,f
Antonio,Ferguson,297.3314003,t
Isabella,Bush,264.98467,t
James,Davidson,264.8193048,t
Holly,Mendoza,54.4460707,f
Jordan,Lopez,66.64716665,f
Antonio,Ryan,95.58598206,f
Raymond,Ware,232.505199,t
Alexander,Stafford,201.5142442,t
Kevin,Clayton,73.98622457,f
Kristen,Rice,160.9482014,t
Joseph,Moore,123.3370869,t
Bryan,Riley,103.9286567,t
Diana,Flores,143.1372157,t
Kathryn,Lawrence,78.31057308,f
Deanna,Smith,249.6006637,t
Nancy,Miller,3.869209803,f
David,Horton,34.62084961,f
Zachary,Esparza,71.18403611,f
Victoria,Moreno,255.7125246,t
Douglas,Skinner,275.562885,t
Timothy,Spencer,115.2203169,t
Daniel,Oconnor,210.4807879,t
Ryan,Fitzgerald,158.7712643,t
Natalie,Martinez,136.0759177,t
Joyce,Hayes,9.323647262,f
Amber,Morris,89.45784699,f
Tiffany,Jackson,33.51449337,f
Tiffany,Vasquez,253.20256,t
John,Douglas,166.2967286,t
William,Reed,215.3055149,t
Nicole,James,141.1921941,t
Danielle,Miller,141.0542037,t
Sarah,Miller,22.37833918,f
John,Morrison,252.1654315,t
Sarah,Coleman,137.2229765,t
Daniel,Smith,49.99955025,f
Kurt,Butler,93.24935853,f
Cody,Becker,248.4317247,t
Molly,Miller,210.3994579,t
Craig,Bailey,102.1427287,t
Derrick,Campbell,159.4048126,t
Jennifer,Ibarra,169.3222197,t
Timothy,Black,160.4213892,t
Shawn,Blanchard,159.5561394,t
Brian,Johnson,95.74294191,f
Patricia,Gray,122.9008236,t
James,White,124.1837338,t
William,Smith,115.4835008,t
Hannah,Cummings,206.3793778,t
Philip,Mills,149.7690573,t
Emily,Berry,194.8537868,t
Casey,Coffey,173.0530825,t
Regina,Johnson,1.366200222,f
Steven,Waters,159.0953606,t
Joshua,Gonzalez,193.4520864,t
Kimberly,Green,240.8174556,t
Thomas,Nelson,188.2214297,t
Robert,Rivera,252.7137124,t
Michelle,Lewis,219.5320111,t
Linda,Barajas,126.6695321,t
Amber,Jensen,87.74180917,f
John,Owens,240.6708452,t
Elizabeth,Benitez,22.97631526,f
Sarah,Smith,54.02302876,f
Jonathan,Hernandez,113.6405881,t
Benjamin,Stevens,241.9631335,t
Isaac,Roth,64.00283561,f
Lauren,Smith,191.044241,t
Nicole,Duffy,169.9221056,t
Emily,Vega,102.1788734,t
Jesse,Stone,99.13220181,f
Nancy,Lucas,277.221375,t
Thomas,Horne,285.5453065,t
Jo,Humphrey,280.7676032,t
Nicholas,Marquez,247.2806899,t
Cathy,Todd,23.32822158,f
Vicki,Harmon,155.3649927,t
Brent,Lloyd,74.12808307,f
Jonathan,Hill,64.18574136,f
Timothy,Kelly,106.2473392,t
Donna,Martinez,26.68721252,f
Tammy,Miles,134.7480083,t
Stephen,Fields,270.2637016,t
Paige,Kemp,132.6889381,t
Hannah,Myers,97.02475645,f
Tanya,Garcia,65.80094229,f
Elizabeth,Moody,224.6917837,t
Christina,Murray,178.7962602,t
Emma,Berry,265.2866914,t
Rebecca,Santos,40.21365447,f
Tammy,Williams,113.8258857,t
Lauren,Zimmerman,24.09907887,f
Amy,Reed,291.715691,t
Peter,Holland,39.10990181,f
Stephen,Martinez,5.998153471,f
Evan,Martinez,71.83961188,f
Stephanie,Smith,184.314629,t
Robert,Schultz,79.44358021,f
Steven,Price,249.5073848,t
William,Park,150.5623351,t
Cole,Butler,257.9254795,t
Jessica,Prince,199.1027248,t
Brian,Smith,269.7331691,t
Mark,Ortiz,64.53490182,f
Shane,Garcia,232.922679,t
Tammy,Lowe,163.4958412,t
Bonnie,Parsons,120.8240102,t
Christopher,Gross,190.4850752,t
Jason,Hawkins,281.2010935,t
Diane,Lee,190.3914018,t
Jeffrey,Rodriguez,171.7063904,t
Destiny,Thompson,69.95080058,f
Carol,Johnston,20.22996482,f
Catherine,Cline,196.0019512,t
Joseph,Bond,213.4508658,t
Whitney,Russell,93.70821741,f
Joseph,Brown,177.5369542,t
Andrea,Cherry,218.9439696,t
Ronnie,James,11.30319991,f
Jesse,Wagner,105.0391223,t
Jennifer,Johnson,25.24601464,f
Christina,Miller,23.52475039,f
Amy,Collins,216.3060305,t
Nathaniel,Curtis,180.009785,t
Joann,Patel,226.8922119,t
Daniel,Gonzalez,296.9639688,t
Donna,Harris,112.1535852,t
Patricia,Gomez,61.97861251,f
Christopher,Douglas,108.5670438,t
Thomas,Glover,192.6749797,t
Ryan,Fischer,176.8811448,t
Briana,Turner,77.99745823,f
Patrick,Williams,205.5282628,t
Kathryn,Morris,258.3381969,t
Jonathan,Henry,216.6217318,t
Jonathan,Navarro,207.5050139,t
Steven,Ryan,98.03488481,f
Matthew,Rodriguez,194.1558586,t
Laurie,Stewart,243.6585038,t
Joseph,Ramirez,208.5389863,t
Eric,Harris,215.3027448,t
Amy,Townsend,89.62083691,f
Jeffrey,Gutierrez,91.68831326,f
Kenneth,Zimmerman,227.6497143,t
Jonathan,Guerrero,20.03177994,f
James,Thomas,81.77643056,f
James,Bradshaw,233.6904132,t
Edgar,Moreno,279.0886499,t
Margaret,Roberts,119.9029449,t
Mary,Gonzales,5.041468474,f
Deborah,Ortiz,251.1195948,t
Jesse,Thomas,23.19440916,f
Taylor,Torres,114.306217,t
Jennifer,Sampson,134.9550998,t
Jennifer,Shaffer,139.3268183,t
Melanie,Griffith,97.98733229,f
Michelle,May,151.0133675,t
Lori,Morales,15.93710006,f
Alexandra,Shelton,205.1698084,t
Carl,Gonzalez,161.5347512,t
Maria,Miller,241.2911729,t
Chad,Kelly,273.3206706,t
Eileen,Davis,55.99921219,f
Jacob,White,176.3832715,t
Tony,Howard,56.29751552,f
Randy,Franklin,10.70092932,f
Taylor,Davidson,164.2349526,t
Nicole,Rivas,283.3434254,t
Daniel,Martinez,82.42854517,f
Theresa,Potter,63.49315896,f
William,Kerr,193.1528858,t
Erin,Anderson,145.1617851,t
Carlos,Sawyer,91.16472066,f
Steven,Reyes,90.51351057,f
Robert,Johnson,151.34255,t
John,Kelley,264.1445291,t
Melissa,Franklin,154.5602915,t
Travis,Davis,288.2220857,t
Adam,Bailey,42.6613963,f
Crystal,Peterson,171.6499461,t
David,Anderson,131.2363431,t
David,III,100.869253,t
Jose,Mitchell,219.3702027,t
Harry,Miller,258.864091,t
Jay,Smith,174.5402259,t
David,Spence,39.44159283,f
Alicia,Young,49.05124089,f
Gregory,Cooper,84.87613039,f
Michelle,Brown,299.6697558,t
Melissa,Johnson,54.77661634,f
Robert,Hunter,233.2112326,t
Ellen,Montes,114.6587627,t
Madeline,Terry,143.0680216,t
Gregory,Mclean,100.1416644,t
Rebekah,Fischer,35.84139135,f
Wendy,Sexton,104.2529105,t
Angela,Spencer,130.0368995,t
Brent,Richards,287.8512449,t
Christina,Price,220.4715324,t
Christopher,Kim,268.0940814,t
Kristie,White,3.731188383,f
Eric,Anderson,151.1694298,t
Patrick,Moran,202.9421153,t
Kimberly,Dillon,148.7636914,t
Michael,Morris,186.2739438,t
Stephanie,Garcia,135.3374805,t
Amber,Randall,161.7867294,t
Matthew,Morris,177.4675144,t
Brandon,Henry,189.2640002,t
Elizabeth,Jones,1.721334549,f
Manuel,Reyes,56.11399451,f
